"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-03-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","130","","","","0"
"2016-03-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-03-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-04-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","135","","","","0"
"2016-04-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-04-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-04-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-04-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-05-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-05-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2016-05-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2016-05-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-06-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2016-06-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-06-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-06-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2016-07-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2016-07-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2016-07-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-07-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-07-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-08-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2016-08-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-08-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2016-08-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2016-09-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","130","","","","0"
"2016-09-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-09-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2016-09-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-10-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","85","","","","0"
"2016-10-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2016-10-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2016-10-22","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2016-10-29","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-11-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-11-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-11-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-11-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2016-12-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2016-12-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-12-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2016-12-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2016-12-31","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2017-01-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2017-01-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2017-01-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","140","","","","0"
"2017-01-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2017-02-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2017-02-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2017-02-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2017-02-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","135","","","","0"
"2017-03-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2017-03-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","130","","","","0"
"2017-03-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2017-03-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","140","","","","0"
"2017-04-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2017-04-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2017-04-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
